WellName,Formation Class,Latitude_BH,Longitude_BH,TVD_FT,TopOfZone_FT,BottomOfZone_FT,Isopach_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,TotalOrganicCarbon_WTPCT
W1,A,32.29066,-103.479263,11554,11547.60326,11576.31183,24.858102,75.41527,2.563547,134.396398,0.083274,0.078097,2.146967
W2,A,32.425874,-103.670034,12216,12173.62392,12224.31558,46.697953,70.869479,2.580912,24.592665,0.082689,0.047219,1.333537
W3,A,32.46082172,-103.5495294,12241,12233.48103,12280.51012,48.885349,64.870045,2.559425,300.693867,0.089405,0.053506,1.706605
W4,A,32.02232881,-103.2818126,12008,11867.30481,11897.04051,50.598492,57.310452,2.627018,488.700329,0.049543,0.04367,1.360977
W5,A,32.3409551,-103.6692934,12205,12165.95764,12225.55298,59.988415,69.706078,2.576471,80.336887,0.082264,0.026953,0.729831
W6,A,31.12663546,-103.8996633,7344,7141.281073,7213.175861,73.054592,104.706785,2.502719,77.143829,0.067264,0.094005,3.707833
W7,A,31.170447,-103.790794,7842,7734.756688,7945.553904,79.883645,60.131453,2.606506,132.635147,0.056564,0.051372,1.80462
W8,A,32.290668,-103.473171,11593,11567.2213,11665.3166,82.891016,86.354142,2.52342,73.657462,0.109481,0.079755,2.95126
W9,A,31.28310571,-103.9807729,9242,9177.01524,9295.529259,94.525848,91.685202,2.518317,96.411632,0.113704,0.072787,3.387934
W10,A,31.283237,-103.987906,9223,9135.062753,9265.853021,95.771774,91.492017,2.518314,80.184255,0.11411,0.074518,3.37206
W11,A,31.28298518,-103.9825946,9227,9188.577812,9314.351705,96.918481,91.804187,2.520167,89.26412,0.112811,0.072914,3.368018
W12,A,32.179567,-103.436611,12729,12694.77101,12779.77511,102.617367,66.036801,2.609392,292.250473,0.059705,0.049059,1.90732
W13,A,30.99686662,-103.3341603,10228,10108.86703,10236.26165,103.326035,82.426036,2.529676,15.390432,0.1086,0.068934,3.044693
W14,A,31.24554939,-103.7249342,9900,9738.084696,9890.733041,104.821635,98.833514,2.543909,33.349667,0.097344,0.052026,2.606769
W15,A,32.266109,-103.502585,11830,11813.97952,11929.90422,105.418994,67.890809,2.564206,79.517506,0.084889,0.065525,1.865294
W16,A,31.084578,-103.164287,10495,10448.18223,10570.51965,106.260365,77.757765,2.539512,33.389984,0.097381,0.068707,2.444533
W17,A,31.00671122,-103.2697906,10092,10070.47115,10192.8694,108.258541,78.062928,2.542365,10.967142,0.099681,0.065651,2.620402
W18,A,30.98170911,-103.3319497,10032,10188.89726,10314.38084,108.979364,79.327313,2.519053,14.222867,0.1146,0.068926,3.026313
W19,A,32.290662,-103.482483,11494,11417.03852,11524.11678,109.869034,73.248583,2.556216,108.986235,0.089933,0.074328,1.766752
W20,A,32.050673,-103.303027,12099,12066.96263,12161.63326,111.719425,68.130399,2.593564,484.356793,0.068902,0.058352,1.98347
W21,A,31.01464067,-103.1860798,10171,10110.45609,10233.867,112.223672,77.545719,2.54855,18.48807,0.09651,0.065234,2.50721
W22,A,31.262341,-103.674359,9959,9956.211942,10098.19527,113.391414,94.923557,2.561886,13.959373,0.085887,0.053676,2.789782
W23,A,31.052646,-103.188551,13500,10428.39754,10555.31376,114.713012,75.534987,2.538729,29.404797,0.099961,0.069683,2.516121
W24,A,31.02416897,-103.3461821,10230,10206.35969,10339.87387,116.674431,78.88016,2.515676,16.540176,0.116343,0.068953,3.044857
W25,A,32.094677,-103.617729,12654,12581.77156,12723.92584,117.094237,76.568161,2.602075,156.359377,0.061387,0.067621,2.458403
W26,B,32.20492328,-103.9478698,7886,7730.216874,7856.861294,117.113468,65.746091,2.613468,569.381021,0.056384,0.049882,1.81215
W27,A,31.03945529,-103.3030856,10249,10234.34813,10360.2885,118.045817,76.484999,2.517289,8.730312,0.114456,0.068966,2.880648
W28,A,31.03959621,-103.3056489,10260,10234.34813,10360.2885,118.045817,76.484999,2.517289,8.730312,0.114456,0.068966,2.880648
W29,A,31.0288408,-103.2198684,10307,10275.90168,10399.01701,120.42876,74.361112,2.526402,10.985199,0.107746,0.068521,2.636381
W30,A,31.02113042,-103.2868453,10394,10252.53832,10376.41202,121.053353,74.737593,2.521934,8.178631,0.110317,0.068446,2.69215
W31,A,30.99468214,-103.1522236,9891,9760.65825,9892.023176,122.090163,82.194075,2.571753,28.03185,0.084735,0.06024,2.366426
W32,A,31.03841633,-103.28873,10557,10255.94058,10382.41147,122.463645,75.306993,2.517228,7.294668,0.113714,0.069026,2.802808
W33,A,32.158296,-103.465192,12837,12747.02589,12863.78129,125.45321,75.94724,2.548193,201.277462,0.093567,0.064401,1.752293
W34,B,32.2205,-103.975989,7675,7618.000065,7758.808293,125.512049,66.101969,2.587016,1220.85391,0.07189,0.062845,2.402745
W35,B,32.2205,-103.975989,7675,7618.000065,7758.808293,125.512049,66.101969,2.587016,1220.85391,0.07189,0.062845,2.402745
W36,A,32.67008341,-103.8289095,10390,10217.83253,10344.13716,125.725899,52.285687,2.624291,625.524913,0.049264,0.03974,1.249951
W37,A,31.982441,-103.263883,12165,12046.35173,12177.74539,126.45937,66.189066,2.641356,318.265564,0.040703,0.036691,1.482725
W38,A,31.36329823,-103.0745475,11253,11022.83441,11149.81561,126.748337,76.640234,2.577358,122.761377,0.079097,0.063804,2.809078
W39,A,32.050407,-103.252439,11449,11362.7894,11482.9944,132.639454,76.107759,2.627135,703.243796,0.047313,0.039201,1.88641
W40,A,31.05273985,-103.2199955,10437,10395.97657,10524.79504,133.852013,72.525807,2.519945,11.473494,0.110874,0.071648,2.681011
W41,A,31.21061631,-102.9586409,9295,9212.415293,9349.317885,134.887593,86.626553,2.559002,4.964344,0.088537,0.07266,2.6095
W42,B,32.21872999,-103.9924869,7689,7581.867458,7724.855172,134.942712,64.177461,2.588731,1417.18017,0.070892,0.063009,2.430181
W43,A,31.08634761,-103.0841708,10327,10214.32378,10336.48261,135.65093,67.984848,2.522498,26.354581,0.09234,0.067808,2.294964
W44,A,32.623882,-103.469788,11099,11040.37485,11247.62769,136.002085,36.944029,2.637506,1072.669538,0.034179,0.033602,1.625536
W45,A,31.06899886,-103.265348,10556,10356.83449,10487.27508,136.567094,72.747394,2.515016,8.013039,0.113732,0.070555,2.716437
W46,A,32.167273,-103.411443,12928,12864.94077,12976.11884,136.85509,62.637335,2.643543,267.713044,0.040935,0.034406,1.457527
W47,A,32.167275,-103.414124,12929,12864.94077,12976.11884,136.85509,62.637335,2.643543,267.713044,0.040935,0.034406,1.457527
W48,A,31.21188486,-103.0077225,9608,9711.359576,9852.892014,140.878233,89.511647,2.534314,8.513833,0.101723,0.080144,3.029719
W49,A,31.02286614,-103.28734,10171,10109.05816,10252.53832,141.023569,84.766386,2.513945,20.92526,0.114906,0.075069,3.080561
W50,A,32.338404,-104.237022,8937,8785.306352,8940.972846,142.438037,77.884997,2.587413,35.200287,0.071772,0.058746,2.167903
W51,A,31.02349755,-103.2199116,10024,10095.28793,10244.69337,142.921231,85.368939,2.51647,17.699209,0.11381,0.074106,3.030161
W52,A,31.31952138,-103.0802348,10894,10733.04905,10877.90049,144.238936,77.094721,2.571766,101.48967,0.082196,0.066524,2.875509
W53,A,31.03573609,-103.2873225,10283,10192.96248,10338.41703,144.609876,84.859658,2.512491,24.784377,0.115502,0.075789,3.079296
W54,A,31.39351852,-103.060577,10848,10881.314,11026.4718,145.380138,76.191999,2.605645,97.455879,0.063678,0.049233,2.623591
W55,A,31.392338,-103.058965,10890,10881.314,11026.4718,145.380138,76.191999,2.605645,97.455879,0.063678,0.049233,2.623591
W56,A,31.03810803,-103.220013,10245,10188.07668,10337.54233,146.284855,85.499075,2.513885,23.813291,0.114888,0.075331,3.057901
W57,A,32.005811,-104.424011,7607,7591.638959,7669.550075,148.143838,83.836061,2.496825,127.156708,0.122351,0.067952,2.631131
W58,A,32.64905249,-104.0904712,8850,9494.64808,9661.513631,150.168329,82.692686,2.575149,136.396163,0.079005,0.072566,1.90808
W59,A,32.64905249,-104.0904712,9557,9494.64808,9661.513631,150.168329,82.692686,2.575149,136.396163,0.079005,0.072566,1.90808
W60,A,31.009724,-103.371027,10324,10294.66703,10461.70312,150.820903,76.307683,2.502935,27.07359,0.122352,0.068851,3.075573
W61,A,32.26890943,-103.4856622,11563,11443.6074,11603.89723,151.151291,62.287437,2.555106,95.267344,0.090467,0.077182,2.062459
W62,A,31.11148848,-102.9303145,8960,8865.433515,9016.315141,151.284013,73.788383,2.591967,1019.643827,0.06424,0.064171,2.139218
W63,A,31.27624027,-103.9070092,9359,9298.102743,9450.926964,151.88947,77.063289,2.614032,76.802938,0.056691,0.043797,2.185316
W64,A,31.20635935,-102.9691697,9415,9349.317885,9503.221343,153.206343,65.258307,2.553739,256.562496,0.091388,0.067798,3.159827
W65,A,31.08637526,-103.2036415,10576,10478.23944,10635.07746,153.951378,73.631317,2.530815,30.140567,0.104563,0.077227,2.725283
W66,A,32.26921754,-103.4889132,11487,11445.33599,11611.66198,155.375114,62.201444,2.556758,125.500919,0.08959,0.077171,2.134011
W67,A,31.463545,-103.181417,11489,11462.40335,11617.85712,155.965405,80.765189,2.541576,34.634527,0.100019,0.054965,2.167662
W68,A,,,12792,12777.27994,12918.78528,156.034967,67.463556,2.631221,363.484853,0.047704,0.039505,1.715132
W69,A,31.099239,-103.237889,10430,10313.16076,10462.9323,156.337899,78.243968,2.530957,25.021653,0.105063,0.079132,2.784633
W70,A,31.05524235,-103.2606289,10311,10418.6334,10564.42439,156.674149,73.160949,2.521428,11.484554,0.110092,0.07452,2.73264
W71,A,31.00901582,-103.2032688,9968,9924.962287,10098.49016,156.732679,86.879214,2.526766,9.665379,0.109026,0.071223,2.908917
W72,A,32.613403,-103.48063,11291,11272.21071,11491.0442,157.256806,46.192978,2.628706,387.676242,0.045096,0.037784,2.517558
W73,A,31.43090501,-103.2145243,11339,11474.29376,11631.5314,157.445587,80.319048,2.540978,33.679662,0.09956,0.055559,2.170621
W74,A,32.312113,-103.416262,11496,11473.74108,11630.08232,157.62223,63.32004,2.590825,726.775309,0.06981,0.065108,2.127382
W75,A,31.099572,-103.227367,10370,10328.6068,10486.96109,158.579905,77.70791,2.531563,29.399665,0.104603,0.079407,2.78648
W76,A,31.099572,-103.227367,10370,10328.6068,10486.96109,158.579905,77.70791,2.531563,29.399665,0.104603,0.079407,2.78648
W77,A,31.06093981,-103.3662023,10526,10347.68616,10512.48527,159.671837,74.44926,2.497439,29.940565,0.125135,0.06901,3.094111
W78,A,31.02385822,-103.185943,10119,10030.39178,10211.70591,159.958913,88.184064,2.526623,16.51725,0.109217,0.071156,2.861736
W79,A,31.09835411,-103.2608145,10521,10416.44503,10565.76941,160.373731,73.614404,2.522796,11.991962,0.109376,0.075108,2.738771
W80,A,32.595911,-103.481,11235,11211.17823,11435.15207,160.776141,46.802629,2.629888,403.201378,0.044654,0.037187,2.506977
W81,A,32.209713,-103.42238,12629,12591.31107,12751.66974,160.890058,52.85355,2.626279,404.187456,0.048939,0.041816,1.327811
W82,A,31.94645993,-103.2275042,11543,11447.88533,11599.11742,161.585041,71.996691,2.595733,383.983585,0.062883,0.051391,2.053226
W83,A,31.099336,-103.249833,10440,10336.14968,10491.45246,161.700653,78.27886,2.53047,20.930421,0.105396,0.078726,2.781019
W84,A,31.09835063,-103.2654088,10615,10418.01193,10567.94317,162.258641,73.069059,2.520715,10.354897,0.110508,0.07433,2.738795
W85,A,31.01403258,-103.2530982,10086,9935.396995,10119.28881,162.45452,87.656425,2.529682,11.982856,0.107798,0.070234,2.830402
W86,A,32.58861,-103.486329,11285,11147.39725,11364.86592,162.602145,50.212089,2.621945,343.228276,0.049964,0.0398,2.310456
W87,A,31.36535597,-103.099513,10907,10859.68088,11022.31352,163.331803,75.742342,2.606641,82.482255,0.063272,0.048581,2.649876
W88,A,31.3393094,-103.1356038,10583,10425.77694,10663.82877,165.649491,82.144417,2.536166,29.480865,0.101775,0.078577,3.10929
W89,A,31.114946,-103.049094,9263,9156.99575,9321.272483,165.955385,85.642064,2.555188,148.567081,0.072715,0.054061,2.121067
W90,A,31.07812368,-102.9936626,10184,10024.13318,10189.79181,166.135675,67.683021,2.504457,48.792663,0.079074,0.062045,2.025569
W91,A,31.10437871,-103.0845511,10398,10257.28659,10468.32116,167.281406,74.219645,2.538826,18.121502,0.100682,0.070565,2.610722
W92,A,31.14190833,-103.226626,10389,10187.50564,10357.19826,167.3559,82.480974,2.533565,33.514879,0.10369,0.081092,2.835781
W93,A,31.00669808,-103.2077451,9946,9830.209316,10018.83541,167.44236,87.385044,2.533473,7.804582,0.105861,0.069262,2.799182
W94,A,31.46202,-103.179394,11473,11466.9409,11632.54038,167.58353,81.026828,2.545658,32.70763,0.098162,0.054574,2.186254
W95,A,31.430523,-103.213171,11639,11476.60595,11643.50524,168.364986,80.316294,2.544959,31.748946,0.097791,0.055131,2.186487
W96,A,32.41256448,-103.4476553,11169,11234.6484,11405.11939,168.500799,67.263935,2.57617,100.625834,0.078238,0.065818,1.976997
W97,A,31.0337251,-103.3216311,10579,10376.53482,10544.2569,169.001062,73.305245,2.496606,29.874195,0.125334,0.06915,3.080178
W98,A,32.534361,-103.498829,11771,11767.57824,11920.00092,169.533668,59.231449,2.577199,115.393818,0.07562,0.068048,1.754493
W99,B,32.07878439,-103.4906018,9810,9787.765264,9926.92503,169.597194,10.678135,2.599384,1004.629173,0.064701,0.057851,0.262801
W100,A,31.138054,-103.015786,9277,9249.631573,9424.371057,169.950398,82.604711,2.566868,210.335741,0.07292,0.055658,2.185064
W101,A,31.10135839,-103.1339302,10295,10314.2291,10522.02772,170.619225,74.009305,2.538236,19.088875,0.10106,0.070869,2.636596
W102,A,32.537135,-103.490178,11774,11617.90135,11800.80382,170.683237,45.69537,2.580176,164.390562,0.072459,0.059155,1.966633
W103,B,32.144599,-104.075103,4776,6568.326175,6901.76122,170.740687,105.415979,2.469767,828.027912,0.140485,0.117758,5.138568
W104,A,31.3770095,-103.0197112,11018,10632.3284,10969.13864,170.828696,75.063075,2.604646,34.077121,0.062039,0.047102,2.0997
W105,A,31.05522747,-103.2692937,10323,10414.12779,10572.25697,170.912247,74.020867,2.523746,11.252246,0.108907,0.075441,2.748112
W106,A,31.104739,-102.992449,10130,10125.19922,10296.84098,171.357709,73.690064,2.551127,706.500749,0.068589,0.06231,2.034545
W107,A,31.114408,-103.240713,10343,10216.8668,10374.773,171.572703,82.246696,2.533495,26.839051,0.103844,0.080463,2.819569
W108,A,31.114408,-103.240713,10343,10216.8668,10374.773,171.572703,82.246696,2.533495,26.839051,0.103844,0.080463,2.819569
W109,A,32.094617,-103.613376,12640,12597.94464,12774.54515,171.74045,84.979539,2.573046,38.802023,0.078528,0.070487,2.655084
W110,A,32.486668,-104.137024,5000,9480.203936,9643.704563,173.319375,87.831729,2.586167,297.401092,0.072606,0.059168,2.723355
W111,A,32.37078,-103.407779,11470,11361.73311,11536.06122,173.658232,61.409423,2.612332,1097.511987,0.05548,0.050669,1.996693
W112,B,32.07421976,-103.4991897,9706,9771.945874,9901.565316,173.677356,10.49421,2.593012,907.07046,0.068421,0.056674,0.225658
W113,A,31.32236161,-103.0995944,10723,10685.77734,10862.17047,173.766196,80.035469,2.568118,67.296842,0.084276,0.068188,2.952354
W114,A,31.316866,-103.145442,10625,10555.90385,10734.18822,174.027233,92.100067,2.522933,12.580145,0.109477,0.077479,3.482932
W115,A,31.316866,-103.145442,10625,10555.90385,10734.18822,174.027233,92.100067,2.522933,12.580145,0.109477,0.077479,3.482932
W116,A,31.40223328,-103.0733635,10993,10966.96285,11139.94511,174.115204,74.977036,2.607388,77.442728,0.062767,0.047491,2.650114
W117,B,32.121877,-103.935185,7945,7896.967526,8076.322012,174.362031,91.843629,2.488818,312.094086,0.129207,0.09158,3.641874
W118,A,31.0267383,-103.2175399,10229,10228.66067,10423.37055,174.888053,92.593316,2.524732,28.057019,0.10939,0.073151,2.934631
W119,B,31.926537,-104.525441,4333,4256.084784,4430.154884,175.091658,89.754378,2.491015,646.490218,0.128032,0.123066,2.977998
W120,A,31.079912,-103.083951,10352,10215.52641,10395.54211,175.272821,91.937266,2.543151,54.890735,0.090555,0.062649,2.426396
W121,A,31.08262,-103.083954,10377,10215.52641,10395.54211,175.272821,91.937266,2.543151,54.890735,0.090555,0.062649,2.426396
W122,B,32.07914518,-103.7855947,8866,8831.520136,9009.456672,175.371697,78.114606,2.483218,276.505704,0.132948,0.091475,3.560432
W123,A,31.04080643,-103.2852721,10297,10417.69995,10577.45365,175.475622,72.385369,2.517488,7.765182,0.112391,0.073151,2.758822
W124,A,31.0982864,-103.2691972,10399,10410.40506,10573.20026,175.651689,74.636298,2.525272,11.786522,0.108105,0.07598,2.753155
W125,A,31.077492,-103.083951,10320,10208.87653,10395.64764,175.726743,92.291896,2.542373,49.210625,0.091183,0.06253,2.413982
W126,A,32.635506,-104.155636,9487,9431.211774,9615.35835,175.791839,94.69902,2.617016,657.212103,0.054966,0.053011,1.939991
W127,A,31.99127223,-103.2874341,12421,12261.53916,12442.24338,176.002495,70.895509,2.635465,277.899914,0.044099,0.043696,1.729462
W128,A,31.0267148,-103.2001621,10092,10191.63006,10395.84376,176.713114,93.309661,2.529303,25.040586,0.107119,0.071196,2.832585
W129,B,32.193907,-103.992778,7616,7492.085439,7670.603015,177.328917,66.062339,2.601599,1097.38929,0.063354,0.070113,2.637928
W130,A,30.9977698,-103.1778487,10049,9944.201848,10152.33075,177.726651,90.079794,2.53765,19.377629,0.103729,0.067104,2.612695
W131,B,32.12158336,-103.9443262,7868,7823.177822,8003.328665,177.760817,92.855402,2.482342,363.709435,0.132876,0.089856,3.540097
W132,B,32.0787887,-103.4848208,9687,9790.49026,9951.654884,177.81657,12.064224,2.60327,1026.647314,0.062432,0.058272,0.307545
W133,A,31.36369182,-103.1122074,11011,10925.45092,11102.29885,177.839123,76.875039,2.606619,68.421637,0.063762,0.049721,2.694153
W134,B,32.07513394,-103.4883017,9812,9789.799604,9943.024562,178.127102,12.256131,2.599873,989.316567,0.064417,0.05794,0.28678
W135,A,31.06539356,-103.1841804,10316,10139.59079,10350.52325,178.269594,93.29581,2.533573,21.894766,0.104883,0.069164,2.7199
W136,A,31.02691658,-103.1868883,10057,10182.86199,10393.0388,179.097037,93.973289,2.531965,23.043692,0.105565,0.070101,2.771453
W137,B,32.12153348,-103.9797878,7675,7665.459379,7842.84095,179.466501,92.847331,2.474948,377.043159,0.137205,0.085189,3.265584
W138,A,31.01734993,-103.1699686,10071,10074.94359,10289.58729,179.646391,92.650622,2.537195,20.376793,0.102841,0.067131,2.604601
W139,B,32.07880376,-103.4973625,9827,9775.277243,9914.601745,179.694192,11.813108,2.593387,901.257859,0.068203,0.056556,0.239515
W140,B,32.10917572,-103.9572767,7828,7740.161296,7921.048989,180.001151,93.303544,2.479468,392.324769,0.13458,0.087937,3.419064
W141,A,31.09690091,-103.1182439,10329,10214.54817,10378.07377,180.108269,90.137638,2.545447,55.263492,0.091331,0.065622,2.571931
W142,A,32.56429684,-103.494448,11444,11605.50247,11794.37497,180.286752,47.574007,2.578834,145.277606,0.073756,0.062747,1.836748
W143,A,32.53776638,-103.4944351,11747,11605.50247,11794.37497,180.286752,47.574007,2.578834,145.277606,0.073756,0.062747,1.836748
W144,A,31.06578251,-103.1696895,10280,10119.91966,10335.78412,180.297236,93.586844,2.536693,20.025816,0.102732,0.067472,2.623532
W145,A,31.08438972,-103.2074003,10580,10250.84918,10452.65473,180.838067,94.064389,2.526302,28.519764,0.108388,0.073032,2.927468
W146,A,31.01270894,-103.1442795,10059,10037.29638,10254.56692,181.005446,92.125042,2.539928,21.311511,0.100262,0.064884,2.478806
W147,A,32.41249388,-103.4392597,11232,11240.42027,11425.31748,181.052025,63.404647,2.595904,368.876553,0.066259,0.056956,1.889538
W148,A,31.012775,-103.135764,10049,10012.51546,10229.70587,181.218586,91.523084,2.540665,23.086339,0.098966,0.063756,2.418732
W149,A,31.05577668,-103.2895925,10372,10418.79855,10583.58474,181.350934,72.225669,2.516964,7.4366,0.112727,0.072908,2.767694
W150,A,31.06987089,-103.1868202,10297,10216.42592,10428.39754,181.42293,94.830765,2.531732,23.200871,0.105437,0.070482,2.791665
W151,A,31.803321,-104.336023,7510,7509.091983,7696.036791,181.465917,85.503943,2.545548,67.524406,0.096403,0.079498,2.776389
W152,B,32.07873046,-103.4930443,9769,9785.652233,9935.65501,181.475736,12.685161,2.596538,940.505107,0.066365,0.057362,0.270118
W153,A,31.0272374,-103.1671045,10162,10199.64935,10417.71498,182.465214,95.370123,2.536082,18.519656,0.102337,0.068141,2.661957
W154,A,31.1256495,-103.9160189,7136,7018.602923,7202.166761,182.612288,108.236717,2.488697,48.826097,0.068794,0.058072,2.065299
W155,B,32.13640793,-103.9707915,7714,7658.760865,7840.339807,182.699548,93.052704,2.475296,396.180533,0.137092,0.085087,3.254913
W156,A,31.055194,-103.156436,10326,10223.40615,10442.40689,183.008742,96.03282,2.537651,16.463695,0.100458,0.067216,2.614185
W157,A,32.224547,-103.480242,12105,12060.1911,12208.23629,183.29381,58.74245,2.553032,256.754345,0.091889,0.080294,2.021011
W158,A,32.224543,-103.478118,12107,12060.1911,12208.23629,183.29381,58.74245,2.553032,256.754345,0.091889,0.080294,2.021011
W159,A,32.22455,-103.482387,12049,11943.74294,12065.38789,184.039142,60.803751,2.550935,265.092126,0.093158,0.081647,2.008915
W160,A,32.471623,-103.472526,11735,11545.41911,11747.42588,185.362345,67.952017,2.600942,857.560628,0.06391,0.052548,1.835387
W161,A,31.9639574,-103.2777975,12343,12270.35131,12460.24273,185.678662,72.102942,2.635535,266.339109,0.043977,0.043389,1.763791
W162,A,,,8445,8392.467823,8559.529938,186.185624,82.061649,2.569758,48.876584,0.082085,0.068273,2.294984
W163,A,32.471464,-103.467643,11592,11469.6425,11673.8883,186.193576,68.425129,2.601227,903.218243,0.063726,0.052335,1.869689
W164,A,32.22454,-103.475983,12170,12124.05805,12285.68611,186.27557,58.06585,2.55446,217.89628,0.091027,0.078825,2.021458
W165,A,31.54468,-103.079054,10290,10159.78671,10346.65712,187.936912,77.240282,2.573132,217.62406,0.079242,0.063827,2.29172
W166,A,31.05605191,-103.235883,10193,10278.75074,10479.93821,188.870589,94.340887,2.524278,33.131806,0.109174,0.074755,3.010826
W167,A,31.08475457,-103.1751562,10406,10290.30406,10510.69303,188.951517,97.807993,2.535198,15.644132,0.102152,0.069757,2.755913
W168,A,31.08528759,-103.0403431,10067,9845.870038,10034.18216,189.605776,67.827765,2.508573,87.247338,0.079212,0.063008,2.053149
W169,A,31.08466473,-103.1840845,10412,10292.52512,10511.79762,190.515299,97.574484,2.533089,19.693847,0.103795,0.071,2.822413
W170,A,31.11100894,-103.0836895,10386,10155.70073,10401.26722,190.538163,76.635209,2.539056,16.630787,0.100543,0.071891,2.665519
W171,A,31.08312684,-103.3147945,10529,10408.02867,10583.40605,190.627167,71.549206,2.510975,9.905417,0.116452,0.071,2.842975
W172,A,31.08315692,-103.3170596,10570,10408.02867,10583.40605,190.627167,71.549206,2.510975,9.905417,0.116452,0.071,2.842975
W173,A,31.65861154,-103.506794,11341,11210.82555,11435.37923,191.108799,90.919149,2.504076,322.157784,0.120367,0.095935,3.43629
W174,A,31.05469952,-103.3121352,10359,10099.43422,10290.23073,191.530077,88.428764,2.516537,69.424976,0.113255,0.079899,3.266491
W175,A,31.23187309,-103.6231349,10570,10390.00801,10594.98428,192.39735,90.321592,2.565623,10.268626,0.083154,0.058534,2.819244
W176,A,32.471514,-103.477385,11739,11550.65732,11758.23909,192.444771,67.71668,2.602177,1018.481396,0.063196,0.052693,1.873139
W177,A,30.996183,-103.320593,10251,10214.26058,10451.00419,192.578929,74.324194,2.576221,74.053927,0.077902,0.06329,2.448685
W178,A,31.0956656,-103.2335291,10535,10273.64332,10472.32432,192.61646,92.715317,2.522448,36.822022,0.110005,0.075974,3.061664
W179,A,31.4717081,-103.1144667,11753,11524.84383,11722.65113,192.858767,74.448297,2.59613,87.546903,0.066642,0.051513,2.271568
W180,B,31.153927,-103.034861,6460,6414.940653,6590.909483,193.805099,58.139623,2.532795,2.228046,0.099424,0.080527,2.943569
W181,B,31.153927,-103.034861,6460,6414.940653,6590.909483,193.805099,58.139623,2.532795,2.228046,0.099424,0.080527,2.943569
W182,A,31.110704,-103.152383,10284,10215.34152,10404.3902,194.958111,84.433582,2.54528,72.257588,0.093744,0.069486,2.74599
W183,A,31.110704,-103.152383,10284,10215.34152,10404.3902,194.958111,84.433582,2.54528,72.257588,0.093744,0.069486,2.74599
W184,A,31.11107038,-103.27245,10421,10414.35279,10594.63276,194.990368,75.794358,2.52842,11.477503,0.106458,0.076697,2.762343
W185,A,32.537129,-103.498744,11756,11624.36296,11814.31305,195.156201,50.221107,2.575875,124.143652,0.075947,0.067276,1.742442
W186,A,31.41524362,-103.2574034,11376,11301.87834,11495.11946,195.339122,77.273578,2.51992,46.221033,0.111087,0.057042,2.099424
W187,B,32.13641306,-103.9994315,7441,7416.568187,7623.202378,195.886663,87.198341,2.475948,370.339596,0.136837,0.077701,2.873381
W188,B,31.957798,-103.899198,7438,7363.52613,7587.116216,196.507574,106.722275,2.490615,209.118275,0.124922,0.091348,4.109478
W189,A,31.04135754,-103.2720632,10178,10227.80821,10416.87458,196.865097,84.95771,2.517064,44.63718,0.112511,0.078796,3.135235
W190,A,31.1187363,-102.9426448,9014,9318.826474,9516.566138,197.432364,90.213466,2.554399,212.763009,0.079429,0.061762,2.154917
W191,A,31.12205429,-102.992655,9742,9466.675742,9663.489591,197.861796,89.41078,2.555538,220.464845,0.07961,0.061997,2.171805
W192,B,32.26674532,-103.9969524,7649,7506.28712,7703.017359,199.44042,61.657383,2.568562,2212.967214,0.082706,0.059416,3.007948
W193,B,32.298303,-103.533383,9711,9634.795698,9834.207602,199.491462,43.957044,2.534785,1987.119555,0.102421,0.09421,3.136282
W194,B,32.21094844,-103.482402,10159,9870.122347,10082.42223,199.540228,37.071872,2.622922,1494.739794,0.050889,0.038415,1.303333
W195,A,31.41401477,-103.0362686,10238,10849.64269,11053.03484,199.68109,82.188293,2.596656,195.151395,0.067719,0.051594,2.459718
W196,A,31.301213,-103.03657,10530,10399.34801,10600.00733,200.369064,78.077303,2.544877,227.680838,0.096915,0.077116,3.069719
W197,B,32.05060921,-104.0548839,6977,6821.846519,7026.460638,200.872292,95.391911,2.487033,502.289017,0.130437,0.115846,4.604333
W198,A,31.12205,-102.942875,9493,9363.304675,9563.960804,200.994916,89.567638,2.555275,224.043699,0.080499,0.06291,2.176742
W199,A,31.37238901,-103.1646438,11106,10786.32703,10991.93502,201.185276,85.621043,2.534906,32.824562,0.102124,0.067828,2.741025
W200,B,32.34448532,-103.916739,7008,7911.94468,8110.628598,201.226824,57.134963,2.581385,854.326249,0.075293,0.066959,2.501344
W201,B,31.928001,-103.862832,7599,7554.138172,7791.681712,201.304732,100.192156,2.500855,305.681793,0.114727,0.094527,3.959132
W202,A,32.180074,-103.562618,12470,12439.46066,12642.32516,201.592219,74.692784,2.581246,248.06041,0.075291,0.063687,2.072994
W203,A,31.43081924,-103.4118283,10616,10619.3119,10813.1615,202.019194,90.872489,2.529908,140.411875,0.105331,0.069263,2.567085
W204,B,31.98315802,-103.8872158,7470,7473.545448,7686.442258,202.051324,106.893831,2.484987,195.88038,0.129046,0.093014,4.157704
W205,A,31.08644976,-103.1849994,10412,10336.97804,10554.96094,202.392045,98.202009,2.537532,15.661253,0.099884,0.071324,2.851146
W206,A,31.61745293,-103.3840073,11477,11476.53876,11784.97193,202.609794,90.623347,2.507996,107.783908,0.118262,0.095024,3.426291
