WellName,OilGravityAPI,GasGravity,SolutionGasOilRatio,InitialReservoirPressure,ReservoirTemperature,Bob,Boi,Bgi,Bwi,Coi,Cgi,Cwi,Cti,Coi(Vazquez-Beggs)
A765,54.36360931,0.761308134,5570.574707,6502.161133,173.3431549,4.903681687,4.818051804,0.000543997,1.010397906,4.49E-05,6.76E-05,2.35E-06,2.78E-05,4.49E-05
A766,45.4,0.78,3354.673806,8542.182617,181.0015564,3.152768419,2.956764067,0.000494041,1.00766054,2.12E-05,4.37E-05,2.24E-06,1.84E-05,2.12E-05
A767,52.39653397,0.769445658,3183.916748,6788.70752,177.5475464,3.054875037,2.923870359,0.000538143,1.011026035,2.55E-05,6.33E-05,2.35E-06,2.10E-05,2.55E-05
A768,49.3,0.791,5012,6917.696289,187.6433868,4.488896822,4.342296763,0.000543594,1.013998123,3.84E-05,6.14E-05,2.38E-06,2.58E-05,3.84E-05
A769,54,0.78,4503.506557,6775.036133,178.9158173,4.096488572,3.935286107,0.0005405,1.011493672,3.53E-05,6.30E-05,2.35E-06,2.26E-05,3.53E-05
A770,51,0.78,4479.965272,6354.147461,176.5120087,4.0467122,3.955789331,0.00055374,1.011799381,3.73E-05,6.95E-05,2.37E-06,2.55E-05,3.73E-05
A771,50.43719482,0.777737319,6141.278809,6817.620117,180.0403748,5.379896867,5.269642844,0.000539837,1.011755385,4.71E-05,6.27E-05,2.35E-06,2.84E-05,4.71E-05
A772,50.43719482,0.777737319,5443.699219,6687.67627,176.6088104,4.803885883,4.693593132,0.000541571,1.010980822,4.27E-05,6.42E-05,2.35E-06,2.62E-05,4.27E-05
A773,47.7,0.78,3475.735144,9487.091797,192.2769318,3.26833161,3.021644488,0.000482532,1.008966601,2.00E-05,3.75E-05,2.23E-06,1.50E-05,2.00E-05
A774,43.8,0.78,1863.651728,10020.08496,178.4537201,2.109792143,1.986942576,0.000465309,1.00317864,1.06E-05,3.36E-05,2.13E-06,9.51E-06,1.06E-05
A775,49.3,0.78,4369.637346,6123.119629,169.1072235,3.937309941,3.876970565,0.000556511,1.010030093,3.76E-05,7.26E-05,2.36E-06,2.00E-05,3.76E-05
A776,45.8,0.78,2445.370518,9372.878906,188.2429962,2.516284657,2.356557756,0.00048211,1.007917356,1.46E-05,3.80E-05,2.22E-06,1.31E-05,1.46E-05
A777,45,0.8,3741.871547,8512.713867,185.9002228,3.474900576,3.247796722,0.000500178,1.009318524,2.36E-05,4.36E-05,2.26E-06,2.02E-05,2.36E-05
A778,48.5,0.73,3574.739658,8160.398926,180.8254089,3.250465643,3.076950279,0.000497467,1.008562421,2.36E-05,4.87E-05,2.27E-06,2.01E-05,2.37E-05
A779,48.34545455,0.78,3398.792415,7965.168457,179.7869568,3.204446956,3.018337068,0.00050664,1.008735404,2.30E-05,4.88E-05,2.28E-06,1.53E-05,2.30E-05
A780,47.5,0.78,3612.761769,8050.133301,182.5166779,3.359450022,3.163011094,0.000506313,1.009386197,2.41E-05,4.81E-05,2.28E-06,1.72E-05,2.42E-05
A781,48.9,0.758,7240,8628.647461,191.9795227,6.214789085,5.784571748,0.000497186,1.011040654,4.38E-05,4.44E-05,2.28E-06,2.68E-05,4.38E-05
A782,47.7,0.78,3258.781494,8797.564453,185.5957642,3.102600112,2.89522788,0.000491698,1.008512439,2.02E-05,4.20E-05,2.24E-06,1.63E-05,2.02E-05
A783,47.8,0.78,2539.907755,9737.93457,193.0848083,2.595800064,2.41751977,0.000478637,1.008607908,1.47E-05,3.60E-05,2.22E-06,1.29E-05,1.47E-05
A784,47.02363636,0.78,3183.464137,10066.80078,185.4880066,3.043205717,2.805838536,0.000468736,1.0053103,1.72E-05,3.37E-05,2.16E-06,1.22E-05,1.72E-05
A785,46,0.78,2323.977475,9772.411133,191.0256195,2.436341787,2.27819214,0.000476719,1.007828923,1.34E-05,3.56E-05,2.20E-06,1.21E-05,1.34E-05
A786,47.41563416,0.790871978,3032.463379,9261.958008,189.0661621,2.954898885,2.746058257,0.000485818,1.008462096,1.80E-05,3.85E-05,2.23E-06,1.49E-05,1.80E-05
A787,47.41563416,0.790871978,2827.059814,9601.448242,193.5636749,2.810658362,2.609972496,0.000482364,1.00909202,1.63E-05,3.66E-05,2.23E-06,1.40E-05,1.63E-05
A788,49.5,0.737,3075.744874,9404.805664,190.4767151,2.922748986,2.72296775,0.000478195,1.008573684,1.81E-05,3.90E-05,2.23E-06,1.47E-05,1.81E-05
A789,48.3,0.7905,3787.341502,9533.271484,189.9401703,3.522511836,3.237420934,0.000481384,1.008072011,2.14E-05,3.68E-05,2.22E-06,1.65E-05,2.14E-05
A790,48.6,0.8,3841.726199,9493.21582,189.1421051,3.583098645,3.287001272,0.000482784,1.007910766,2.18E-05,3.68E-05,2.21E-06,1.67E-05,2.18E-05
A791,47.8,0.78,3701.346461,9455.496094,188.3905792,3.433390291,3.167399198,0.000480631,1.007765359,2.12E-05,3.75E-05,2.21E-06,1.63E-05,2.11E-05
A792,51.6,0.78,4366.745481,6916.305176,170.6217041,3.958026377,3.790278786,0.000529483,1.008491558,3.34E-05,6.00E-05,2.31E-06,2.52E-05,3.33E-05
A793,50.098526,0.779146135,4562.772949,6908.396973,177.9102631,4.102286523,3.952606401,0.000535265,1.010834808,3.50E-05,6.11E-05,2.34E-06,2.70E-05,3.50E-05
A794,47.601,0.79,2971.79,9236,184,2.906246208,2.702099002,0.000483326,1.006893135,1.76E-05,3.84E-05,2.21E-06,1.11E-05,1.76E-05
A795,47.601,0.79,2971.85,9333,186,2.908098512,2.701544615,0.000482684,1.007288573,1.75E-05,3.79E-05,2.21E-06,1.49E-05,1.75E-05
A796,48.018,0.788,2971.79,9203,183,2.905116937,2.701063135,0.000483039,1.006646984,1.77E-05,3.86E-05,2.21E-06,1.12E-05,1.77E-05
A797,48.018,0.788,3013.6,9349,186,2.938118833,2.727394162,0.000482258,1.007263585,1.77E-05,3.79E-05,2.21E-06,1.52E-05,1.77E-05
A798,47,0.8,3096.291627,9342.204102,188.2793732,3.011001789,2.792431401,0.000485087,1.008004339,1.81E-05,3.77E-05,2.22E-06,1.49E-05,1.81E-05
A799,46.05796051,0.796916425,2556.698486,8688.388672,179.9090424,2.606434798,2.447156979,0.000492342,1.006960201,1.62E-05,4.19E-05,2.23E-06,1.02E-05,1.62E-05
A800,50.6,0.78,3549.889393,8720.476563,183.1000824,3.335998135,3.098303291,0.000491563,1.007881641,2.20E-05,4.24E-05,2.24E-06,1.72E-05,2.20E-05
A801,52.91410446,0.767285228,4081.070801,8528.488281,181.2198334,3.731778369,3.462742591,0.000493196,1.007780769,2.56E-05,4.43E-05,2.24E-06,1.92E-05,2.56E-05
A802,45,0.8,6013.557437,8253.658203,174.1193542,5.262708773,4.892875829,0.000498353,1.006209115,3.79E-05,4.49E-05,2.23E-06,2.74E-05,3.79E-05
A803,45,0.8,5572.666085,8275.84082,174.587326,4.901846283,4.561004278,0.000498204,1.006305694,3.51E-05,4.47E-05,2.24E-06,2.58E-05,3.51E-05
A804,45,0.8,4183.818993,8288.844727,174.8616638,3.801317348,3.55315904,0.000498155,1.006366726,2.67E-05,4.47E-05,2.24E-06,2.08E-05,2.67E-05
A805,55.14947891,0.758091807,4388.839844,6344.617188,176.6153564,3.965228688,3.868581254,0.000552633,1.011858541,3.68E-05,7.11E-05,2.37E-06,2.69E-05,3.68E-05
A806,45,0.8,1747.08079,8774.958008,170.85672,2.046356464,1.938861179,0.000485453,1.003902115,1.12E-05,4.04E-05,2.19E-06,9.97E-06,1.12E-05
A807,40.51018182,0.877636364,1725.035751,9108.805664,168.6008453,2.068516013,1.95740761,0.000489437,1.002398909,1.05E-05,3.52E-05,2.16E-06,8.73E-06,1.05E-05
A808,45,0.8,1691.812796,9279.370117,169.4397278,2.009099072,1.900749929,0.000475341,1.002236947,1.03E-05,3.69E-05,2.15E-06,8.54E-06,1.03E-05
A809,45,0.8,1839.388802,9737.881836,186.1979065,2.119811175,1.995549879,0.000476917,1.006356049,1.09E-05,3.51E-05,2.19E-06,1.12E-05,1.09E-05
A810,45,0.8,1853.135442,9754.908203,186.523468,2.129192828,2.003741813,0.000476769,1.00641155,1.09E-05,3.50E-05,2.19E-06,1.12E-05,1.09E-05
A811,45,0.8,1774.304309,9747.816406,186.3878632,2.076993866,1.957173611,0.000476859,1.006392566,1.05E-05,3.51E-05,2.19E-06,1.10E-05,1.05E-05
A812,47,0.8,457.5725671,9769.076172,183.7596893,1.281619802,1.242866614,0.00047503,1.005498038,3.76E-06,3.48E-05,2.17E-06,7.08E-06,3.75E-06
A813,44,0.8,369.8526696,9720.298828,182.8421783,1.233128975,1.200199842,0.000475174,1.005304017,3.26E-06,3.50E-05,2.17E-06,6.80E-06,3.26E-06
A814,46,0.8,491.3739082,9774.229492,183.8566284,1.299099509,1.258789767,0.000474919,1.005504291,3.91E-06,3.48E-05,2.17E-06,7.20E-06,3.91E-06
A815,45,0.8,1545.897067,9613.380859,182.9167786,1.925636954,1.822746053,0.000477099,1.005600357,9.43E-06,3.56E-05,2.18E-06,9.94E-06,9.43E-06
A816,45,0.8,1556.057887,9592.162109,182.5130463,1.931840709,1.828466864,0.000477209,1.00552113,9.50E-06,3.57E-05,2.18E-06,9.97E-06,9.50E-06
A817,45,0.8,1541.55845,9772.107422,178.050827,1.918944833,1.815944314,0.000471705,1.003666651,9.17E-06,3.44E-05,2.15E-06,1.04E-05,9.17E-06
A818,45,0.8,1555.830466,9900.349609,181.3917542,1.930792621,1.825522755,0.000471462,1.004398464,9.18E-06,3.39E-05,2.15E-06,1.04E-05,9.18E-06
A819,42.39090909,0.800454545,1429.379048,10133.23145,179.1007843,1.841835925,1.747305853,0.000466659,1.003111597,8.28E-06,3.25E-05,2.13E-06,1.00E-05,8.27E-06
A820,42,0.8,2810.681507,9808.410156,173.3596954,2.761575485,2.570151867,0.00046862,1.00213789,1.55E-05,3.39E-05,2.13E-06,9.94E-06,1.55E-05
A821,45,0.8,1047.029406,9729.901367,185.671936,1.617141858,1.545138525,0.000476649,1.006186389,6.80E-06,3.51E-05,2.18E-06,8.56E-06,6.80E-06
A822,43.14418182,0.844181818,1638.08876,9340.738281,172.1332397,1.999599885,1.891801827,0.000481966,1.002888856,9.92E-06,3.52E-05,2.15E-06,8.18E-06,9.92E-06
A823,45,0.8,1821.571998,9507.9375,178.6045227,2.101739967,1.981649557,0.00047653,1.004506256,1.09E-05,3.60E-05,2.17E-06,9.34E-06,1.09E-05
A824,43.5,0.78,1898.88762,9583.6875,185.195282,2.137302426,2.016371478,0.000476436,1.006405522,1.13E-05,3.65E-05,2.19E-06,1.16E-05,1.13E-05
A825,45,0.8,6080.364848,9780.078125,186.2803192,5.330510592,4.785786788,0.00047617,1.006258525,3.25E-05,3.48E-05,2.18E-06,2.48E-05,3.25E-05
A826,45,0.8,2214.861103,9559.646484,183.3178711,2.370351199,2.221447298,0.000478363,1.005877438,1.30E-05,3.60E-05,2.18E-06,1.08E-05,1.30E-05
A827,45,0.8,1623.309948,9781.508789,173.5407867,1.967968433,1.859900637,0.000469072,1.002242496,9.50E-06,3.41E-05,2.13E-06,1.09E-05,9.50E-06
A828,47,0.78,2051.038798,10098.90332,178.4940491,2.245206269,2.10225686,0.000464196,1.00301968,1.15E-05,3.32E-05,2.13E-06,1.21E-05,1.15E-05
A829,45,0.8,5433.784985,6641.729492,171.5044861,4.786015202,4.687011031,0.000540967,1.009456752,4.26E-05,6.28E-05,2.33E-06,2.92E-05,4.26E-05
A830,50.4,0.78,6057.41928,7664.60791,175.8206787,5.312785313,5.020939574,0.000511594,1.008230332,4.12E-05,5.15E-05,2.28E-06,2.03E-05,4.12E-05
A831,45,0.8,1486.959939,8636.486328,173.6057129,1.880490673,1.789412533,0.000489908,1.005100284,9.98E-06,4.17E-05,2.21E-06,9.08E-06,9.97E-06
A832,43.4,0.8,1631.826419,8891.459961,177.2754364,1.971706074,1.871959843,0.000486934,1.005601729,1.05E-05,4.00E-05,2.20E-06,1.07E-05,1.05E-05
A833,43.8,0.78,1612.474185,8888.583984,177.2181091,1.947344789,1.850585095,0.000484613,1.005608593,1.05E-05,4.08E-05,2.20E-06,1.10E-05,1.05E-05
A834,50,0.78,4469.908132,6867.5,184.0571899,4.036587453,3.898176909,0.000541473,1.012940083,3.47E-05,6.23E-05,2.37E-06,2.57E-05,3.46E-05
A835,50.08535385,0.77922976,3081.573242,6728.348633,180.327774,2.982653143,2.862437249,0.00054324,1.012080979,2.50E-05,6.40E-05,2.36E-06,1.24E-05,2.50E-05
A836,50.08535385,0.77922976,3091.343994,6927.576172,185.6673126,2.994634309,2.865793645,0.000540664,1.01331606,2.45E-05,6.17E-05,2.37E-06,1.94E-05,2.44E-05
A837,50.08535385,0.77922976,2997.556396,6847.713379,183.526886,2.924527053,2.800788145,0.000541665,1.012817389,2.40E-05,6.26E-05,2.36E-06,1.91E-05,2.40E-05
A838,51.98,0.771,3708.29,8882,172,3.439087477,3.178476691,0.000480415,1.003982255,2.23E-05,4.07E-05,2.18E-06,1.79E-05,2.23E-05
A839,45.8,0.78,2512.113878,9676.654297,190.7406769,2.564561127,2.394613091,0.000477454,1.007984832,1.45E-05,3.64E-05,2.21E-06,1.27E-05,1.45E-05
A840,46,0.78,2314.46,9947.07,181.68,2.421784113,2.262262609,0.000468472,1.004391213,1.30E-05,3.42E-05,2.15E-06,1.06E-05,1.30E-05
A841,46,0.78,2305.34,9853.28,180.13,2.414231629,2.256731851,0.00046904,1.00412294,1.30E-05,3.46E-05,2.15E-06,8.66E-06,1.30E-05
A842,45,0.8,2616.097057,9860.674805,181.6900024,2.647926065,2.462357359,0.000467024,1.004591621,1.46E-05,3.52E-05,2.16E-06,1.27E-05,1.46E-05
A843,46.5,0.8,241.5381952,9913.567383,181.453186,1.168529929,1.142075801,0.000471431,1.004393275,2.56E-06,3.38E-05,2.15E-06,6.29E-06,2.56E-06
A844,45,0.8,227.0988512,9846.488281,180.2254028,1.160192838,1.135052078,0.000471873,1.004177664,2.47E-06,3.41E-05,2.15E-06,6.26E-06,2.46E-06
A845,46.9,0.8,240.4549015,9916.051758,181.4986572,1.168155991,1.141673917,0.000471457,1.004407679,2.56E-06,3.38E-05,2.15E-06,6.29E-06,2.56E-06
A846,46.2,0.8,243.2648408,9781.56543,189.3643951,1.174168377,1.146243067,0.000478023,1.007259904,2.74E-06,3.50E-05,2.20E-06,6.38E-06,2.74E-06
A847,46,0.78,2409,9873,178,2.483304147,2.317638557,0.000467511,1.003404898,1.35E-05,3.44E-05,2.14E-06,8.75E-06,1.35E-05
A848,45,0.8,3106.703382,9654.342773,180.8106079,2.999030011,2.774245114,0.000457009,1.004831587,1.77E-05,3.94E-05,2.17E-06,1.19E-05,1.74E-05
A849,45,0.8,2597.354913,9846.441406,184.4083252,2.637107064,2.451192569,0.000456268,1.00550768,1.48E-05,3.81E-05,2.17E-06,1.09E-05,1.46E-05
A850,48,0.78,3637.05176,8814.775391,182.7405243,3.381536455,3.144813026,0.000489528,1.007539871,2.22E-05,4.16E-05,2.23E-06,1.80E-05,2.22E-05
A851,48,0.78,4594.135094,8596.964844,178.2250671,4.108274275,3.812656752,0.000491246,1.006650845,2.83E-05,4.30E-05,2.23E-06,1.57E-05,2.83E-05
A852,46.2,0.78,1699.462476,10432.80176,177.1743164,2.010170648,1.892277171,0.000458339,1.001778483,9.37E-06,3.14E-05,2.10E-06,1.04E-05,9.37E-06
A853,45,0.79,2339.200495,9577.771484,185.0809631,2.447290685,2.291218752,0.00047777,1.00639358,1.37E-05,3.63E-05,2.19E-06,1.29E-05,1.37E-05
A854,42.26363636,0.78,2252.523681,9579.594727,185.1162109,2.36642897,2.225249232,0.000476563,1.006404929,1.32E-05,3.66E-05,2.19E-06,1.26E-05,1.32E-05
A855,45,0.8,2860.665946,9086.295898,179.216629,2.819733336,2.632079061,0.000484382,1.005741237,1.71E-05,3.88E-05,2.20E-06,1.31E-05,1.71E-05
A856,45,0.8,2069.244174,9331.213867,184.9270325,2.272626847,2.136864681,0.000483138,1.006941962,1.26E-05,3.75E-05,2.21E-06,1.25E-05,1.26E-05
A857,45,0.8,1384.854564,9321.703125,184.7385559,1.824621545,1.733645942,0.000483209,1.006906174,8.90E-06,3.76E-05,2.21E-06,1.04E-05,8.90E-06
A858,45,0.8,1956.948137,9221.714844,182.7569733,2.195231572,2.068538951,0.000483869,1.006519232,1.21E-05,3.81E-05,2.20E-06,1.06E-05,1.21E-05
A859,45,0.8,3128.914055,9204.696289,181.5519409,3.015895856,2.804877826,0.000483526,1.006184101,1.84E-05,3.82E-05,2.20E-06,1.37E-05,1.84E-05
A860,45,0.8,2131.42433,9314.841797,180.848465,2.311326418,2.17175474,0.000481108,1.005686477,1.28E-05,3.74E-05,2.19E-06,1.11E-05,1.28E-05
A861,45,0.8,3723.51782,9076.973633,181.2401581,3.456663845,3.202815212,0.000485774,1.006408886,2.20E-05,3.91E-05,2.21E-06,1.54E-05,2.20E-05
A862,41.55973434,0.817823172,2345.819824,7206.105469,141.7919159,2.426506142,2.316661664,0.000504885,0.999213762,1.71E-05,5.06E-05,2.21E-06,1.31E-05,1.71E-05
A863,45,0.8,2950.13415,9082.662109,180.0012054,2.884795492,2.690592316,0.000484847,1.005989859,1.77E-05,3.89E-05,2.20E-06,1.33E-05,1.77E-05
A864,43.46363636,0.73,2862.362056,9177.055664,179.3854828,2.721123096,2.562673144,0.000474714,1.005570743,1.71E-05,4.03E-05,2.19E-06,1.14E-05,1.71E-05
A865,42,0.8,1845.77482,9221.492188,179.5192261,2.108080723,1.994395344,0.000482016,1.005488763,1.14E-05,3.79E-05,2.19E-06,9.50E-06,1.14E-05
A866,44.54545455,0.8,1834.988827,9300.308594,181.0535889,2.111072373,1.992562672,0.00048146,1.005776527,1.13E-05,3.75E-05,2.19E-06,1.02E-05,1.13E-05
A867,44.13636364,0.74,2232.893468,7000.479492,136.8395844,2.281323197,2.192789524,0.00049772,0.998324557,1.68E-05,5.67E-05,2.22E-06,1.26E-05,1.68E-05
A868,44.6,0.78,1744.638203,9320.567383,186.417038,2.041857122,1.9311907,0.000481825,1.007448659,1.09E-05,3.83E-05,2.21E-06,1.07E-05,1.09E-05
A869,45.8,0.8,2654.426385,9338.152344,185.418396,2.682563964,2.502609082,0.000483429,1.007100524,1.57E-05,3.76E-05,2.21E-06,1.44E-05,1.57E-05
A870,44.11818182,0.81,2512.214585,9142.787109,181.5392151,2.5812983,2.417315071,0.00048597,1.006329613,1.51E-05,3.83E-05,2.20E-06,1.20E-05,1.51E-05
A871,44,0.81,2431.541359,9331.285156,185.5389252,2.527630811,2.366347148,0.000484825,1.007139462,1.45E-05,3.73E-05,2.21E-06,1.43E-05,1.45E-05
A872,45,0.81,2896.273405,9153.513672,182.0041809,2.860792172,2.665359374,0.000486057,1.006453098,1.73E-05,3.82E-05,2.21E-06,1.30E-05,1.73E-05
A873,45.2,0.81,2360.502271,9338.779297,185.6879272,2.483823729,2.324729525,0.000484912,1.007187621,1.41E-05,3.73E-05,2.21E-06,1.40E-05,1.41E-05
A874,45,0.81,3130.008262,9135.676758,181.6495361,3.031017339,2.817775077,0.000486221,1.006389754,1.86E-05,3.83E-05,2.21E-06,1.36E-05,1.86E-05
A875,44.8,0.81,1908.831004,9343.563477,185.7830505,2.172821862,2.04654923,0.000484787,1.007193399,1.17E-05,3.72E-05,2.21E-06,1.23E-05,1.17E-05
A876,45,0.8,2336.240071,9311.479492,182.0632477,2.452769685,2.298696749,0.000481817,1.006073245,1.40E-05,3.75E-05,2.20E-06,1.16E-05,1.40E-05
A877,39.33381653,0.828164756,2480.216064,9029.439453,180.2366791,2.552946017,2.402017712,0.000489825,1.006214231,1.51E-05,3.84E-05,2.21E-06,1.21E-05,1.50E-05
A878,45,0.8,3236.252575,9044.629883,180.5943298,3.093559237,2.879069459,0.000485958,1.006278059,1.93E-05,3.92E-05,2.21E-06,1.29E-05,1.93E-05
A879,45,0.8,3232.728838,9094.415039,181.5336456,3.091835729,2.876167356,0.00048557,1.006452582,1.92E-05,3.89E-05,2.21E-06,1.41E-05,1.92E-05
A880,45,0.8,3248.748578,9077.486328,181.1957245,3.103287043,2.886973861,0.000485747,1.006394721,1.93E-05,3.91E-05,2.21E-06,1.41E-05,1.93E-05
A881,45,0.8,3043.325771,9103.097656,181.7069702,2.953767326,2.752250105,0.000485484,1.006482947,1.82E-05,3.89E-05,2.21E-06,1.36E-05,1.82E-05
A882,47,0.78,2324.088935,9422.980469,185.6489868,2.436242444,2.281231281,0.000479538,1.006950372,1.39E-05,3.75E-05,2.20E-06,1.37E-05,1.39E-05
A883,45,0.8,2365.788367,8919.767578,172.6649933,2.465073023,2.315563719,0.000483626,1.00408873,1.46E-05,3.95E-05,2.18E-06,1.00E-05,1.46E-05
A884,43.2,0.796,2214,9219.549805,178.2242737,2.353891189,2.215033237,0.00048095,1.005104879,1.34E-05,3.80E-05,2.19E-06,1.22E-05,1.33E-05
A885,42.25454545,0.73,1448.669874,9126.230469,176.4203186,1.810631865,1.7285372,0.000473794,1.004761767,9.34E-06,4.05E-05,2.19E-06,1.00E-05,9.33E-06
A886,43.07818182,0.72,1693.492745,9308.421875,180.1884003,1.956870091,1.860895017,0.000471773,1.005501889,1.06E-05,3.96E-05,2.19E-06,1.07E-05,1.06E-05
A887,42.34901428,0.813928604,2526.955078,7749.914551,180.8515778,2.586373413,2.457708133,0.000516403,1.009610877,1.79E-05,4.96E-05,2.29E-06,1.36E-05,1.79E-05
A888,46.1,0.78,2936.570324,9412.488281,190.3796082,2.86425815,2.667623221,0.000482672,1.008516695,1.72E-05,3.79E-05,2.23E-06,1.47E-05,1.72E-05
A889,42.4,0.8,1921.451313,6650.554199,131.570282,2.119480419,2.03852165,0.0005107,0.997734114,1.51E-05,5.68E-05,2.24E-06,9.97E-06,1.51E-05
A890,46.40909091,0.8,1090.294508,8976.923828,183.8834076,1.644526441,1.571850142,0.000489365,1.007506215,7.60E-06,3.99E-05,2.23E-06,8.07E-06,7.60E-06
A891,41.6,0.78,1977.543264,8838.191406,181.0416107,2.178296439,2.065784137,0.000487988,1.00694554,1.26E-05,4.14E-05,2.22E-06,1.22E-05,1.26E-05
A892,44.6,0.779090909,1456.823576,8981.655273,183.9803162,1.856373121,1.76585244,0.000486721,1.00751237,9.64E-06,4.05E-05,2.23E-06,8.96E-06,9.64E-06
A893,42.9,0.78,1399.51559,8868.711914,181.6667938,1.815156121,1.731030692,0.000487774,1.007070221,9.38E-06,4.12E-05,2.22E-06,1.03E-05,9.37E-06
A894,43.30463791,0.809474707,1664.72937,8839.572266,175.9294891,1.997910983,1.895888252,0.000488529,1.005328401,1.08E-05,4.00E-05,2.20E-06,9.64E-06,1.08E-05
A895,42.74854279,0.812063336,1782.72937,8709.332031,169.5789032,2.069948409,1.963273275,0.000487679,1.003682909,1.15E-05,4.04E-05,2.19E-06,9.94E-06,1.15E-05
A896,42.32558441,0.814033628,1782.72937,8996.979492,175.1796722,2.074553776,1.964899525,0.000485629,1.00469644,1.12E-05,3.87E-05,2.19E-06,9.95E-06,1.12E-05
A897,42.74854279,0.812063336,2276.952881,9256.661133,180.2359314,2.411981388,2.265720606,0.00048349,1.00564121,1.37E-05,3.74E-05,2.19E-06,9.92E-06,1.36E-05
A898,49.68,0.803,3316.174171,7269.336426,174.3746948,3.183498088,3.015138751,0.000524016,1.008786152,2.45E-05,5.48E-05,2.30E-06,1.63E-05,2.45E-05
A899,47.51818182,0.79,3912.752598,7019.403809,179.7957916,3.600932978,3.454336318,0.000534211,1.011161495,2.98E-05,5.92E-05,2.34E-06,1.93E-05,2.98E-05
A900,49.5,0.7614,4685,7276.194824,171.696106,4.144010901,3.968454706,0.000517575,1.00791622,3.39E-05,5.63E-05,2.29E-06,2.29E-05,3.39E-05
A901,49.2,0.78,4034.409208,6506.223145,175.2582703,3.68425293,3.578695187,0.000547134,1.011009818,3.30E-05,6.67E-05,2.36E-06,2.24E-05,3.30E-05
A902,49.67118073,0.781026661,4526.302246,7033.373047,177.376236,4.073288875,3.90941118,0.000530903,1.010329935,3.41E-05,5.91E-05,2.33E-06,2.30E-05,3.41E-05
A903,49.67118073,0.781026661,4409.546387,6900.671387,174.0296021,3.978857596,3.826699738,0.000532484,1.009593185,3.38E-05,6.05E-05,2.33E-06,2.15E-05,3.38E-05
A904,50.6,0.78,4416.223478,7122.840332,176.9404602,3.993435262,3.816052547,0.000527691,1.009960093,3.29E-05,5.79E-05,2.32E-06,2.11E-05,3.29E-05
A905,57,0.78,3561.31621,7191.395996,178.6434631,3.38699115,3.19526899,0.000526839,1.010328017,2.68E-05,5.72E-05,2.32E-06,1.48E-05,2.68E-05
A906,50.5,0.78,3688.66473,6208.886719,172.8370361,3.42996972,3.339226391,0.000556497,1.011007003,3.18E-05,7.16E-05,2.37E-06,1.79E-05,3.17E-05
A907,47.1,0.78,3491.90998,8279.123047,176.548996,3.261335635,3.06008881,0.000497097,1.006923141,2.26E-05,4.56E-05,2.24E-06,1.90E-05,2.26E-05
A908,51.7,0.78,5463.506201,6039.874023,171.8595886,4.836970118,4.833461715,0.000562208,1.011107231,4.73E-05,7.46E-05,2.38E-06,3.26E-05,4.73E-05
A909,51.1,0.78,5127.026751,6001.744629,169.7161713,4.555097996,4.53880682,0.000562004,1.010529997,4.47E-05,7.50E-05,2.37E-06,3.11E-05,4.47E-05
A910,54.28206253,0.762018979,3788.421143,7967.433105,175.594696,3.504058279,3.279990053,0.00050183,1.007401368,2.55E-05,4.91E-05,2.26E-06,2.10E-05,2.55E-05
A911,43.6,0.7866,2045,9728.185547,175.3174438,2.231124795,2.098239811,0.000469168,1.002938114,1.18E-05,3.49E-05,2.14E-06,8.88E-06,1.17E-05
A912,43.3,0.78,1818.202551,9992.932617,180.088623,2.079941479,1.961167826,0.000466647,1.003765429,1.04E-05,3.38E-05,2.14E-06,1.13E-05,1.04E-05
A913,42.4,0.78,2057.075462,9712.186523,172.9392853,2.226729758,2.096878831,0.000467126,1.002228919,1.18E-05,3.50E-05,2.13E-06,1.07E-05,1.18E-05
A914,43.2,0.78,1941.083188,9887.149414,176.0547333,2.156195565,2.030622079,0.000466127,1.002774367,1.11E-05,3.42E-05,2.13E-06,1.15E-05,1.10E-05
A915,48.4,0.78,5342.868342,7365.767578,178.1386261,4.705816379,4.501047644,0.000521464,1.009731652,3.81E-05,5.51E-05,2.31E-06,2.24E-05,3.81E-05
A916,52.00089264,0.771133006,3805.004395,7533.45459,182.1940765,3.522194682,3.331717585,0.00051873,1.010606578,2.72E-05,5.39E-05,2.31E-06,1.75E-05,2.72E-05
A917,52.42597961,0.769340873,3847.85498,7397.172852,178.8981476,3.551549725,3.366256189,0.000520122,1.009899063,2.79E-05,5.53E-05,2.31E-06,1.78E-05,2.79E-05
A918,52.42597961,0.769340873,3847.85498,7771.142578,182.8377228,3.555288466,3.347060267,0.000512506,1.010202678,2.66E-05,5.14E-05,2.30E-06,1.76E-05,2.66E-05
A919,42.8,0.78,1710.074985,9730.641602,185.3386993,2.013065783,1.903929864,0.000473909,1.006079069,1.02E-05,3.56E-05,2.18E-06,1.11E-05,1.02E-05
A920,44.3,0.78,1757.275423,9833.640625,187.3005219,2.049778223,1.934091125,0.000473385,1.006464361,1.04E-05,3.51E-05,2.18E-06,1.12E-05,1.04E-05
A921,43,0.78,1788.9184,9801.386719,186.5872498,2.06537024,1.950128466,0.000473467,1.006308032,1.06E-05,3.53E-05,2.18E-06,1.15E-05,1.06E-05
A922,42.6,0.78,1764.093786,9580.024414,182.3732147,2.044620489,1.93404501,0.000474728,1.005501348,1.06E-05,3.64E-05,2.18E-06,1.03E-05,1.06E-05
