WellName,OilGravityAPI,GasGravity,SolutionGasOilRatio,InitialReservoirPressure,ReservoirTemperature,Bob,Boi,Bgi,Bwi,Coi,Cgi,Cwi,Cti,Coi(Vazquez-Beggs)
A1,43.9,0.8,1890.29,8726.53,175,2.140368279,2.026386424,0.000488931,1.005311264,1.22E-05,4.11E-05,2.21E-06,1.12E-05,1.22E-05
A2,41.80557251,0.816515207,1566.478271,8907.097656,181.4206238,1.938757693,1.842898906,0.000491342,1.006891358,1.02E-05,3.97E-05,2.22E-06,1.11E-05,1.02E-05
A3,41.80557251,0.816515207,3665.300537,8826.688477,179.7828522,3.414475352,3.180527092,0.000491938,1.006569543,2.22E-05,4.02E-05,2.22E-06,1.64E-05,2.21E-05
A4,41.80557251,0.816515207,1475.636963,8921.011719,181.7040253,1.880753152,1.789976734,0.000491121,1.006931896,9.68E-06,3.96E-05,2.22E-06,1.07E-05,9.68E-06
A5,45,0.8,3610.910841,8155.129395,186.6704254,3.377140062,3.176720956,0.000508884,1.010484486,2.39E-05,4.68E-05,2.29E-06,2.02E-05,2.39E-05
A6,45,0.8,6870.75,10165,185.17,5.991450738,5.291014704,0.000469496,1.004961606,3.52E-05,3.27E-05,2.15E-06,2.00E-05,3.51E-05
A7,48.06237411,0.788040459,4069.816895,7429.217285,180.6304474,3.722621723,3.538299651,0.000522322,1.010381058,2.92E-05,5.43E-05,2.31E-06,2.33E-05,2.92E-05
A8,42.85,0.78,1010.746527,10418.41699,177.6476288,1.578167539,1.510147151,0.000458883,1.001974132,6.05E-06,3.15E-05,2.10E-06,6.96E-06,6.04E-06
A9,44.407,0.72,1217.56,8884,179.62,1.676853992,1.605373136,0.000479606,1.00636784,8.39E-06,4.27E-05,2.21E-06,7.88E-06,8.39E-06
A10,43.46363636,0.72,2508.813336,8965.854492,181.2474823,2.475211047,2.343780212,0.00047906,1.006685986,1.55E-05,4.22E-05,2.22E-06,1.18E-05,1.55E-05
A11,43.5,0.8,2442.033222,9072.693359,179.7940826,2.516970909,2.363505674,0.000484964,1.005949068,1.49E-05,3.89E-05,2.20E-06,9.44E-06,1.49E-05
A12,45.5,0.78,3140.871778,9102.686523,184.0399323,3.001280787,2.79975295,0.000484508,1.00723099,1.88E-05,3.96E-05,2.22E-06,1.67E-05,1.88E-05
A13,43.13,0.719,1556.946215,9293.693359,180.6170197,1.874122448,1.785043753,0.000472121,1.005662691,9.85E-06,3.98E-05,2.19E-06,8.94E-06,9.85E-06
A14,45,0.8,2290.322818,9318.912109,181.1071472,2.420265509,2.26949829,0.000481311,1.005768692,1.37E-05,3.74E-05,2.19E-06,1.03E-05,1.37E-05
A15,44.09090909,0.8,1711.866598,9359.095703,182.7801208,2.030190737,1.919821563,0.000481568,1.006202691,1.06E-05,3.73E-05,2.20E-06,9.74E-06,1.06E-05
A16,42.52727273,0.73,2548.132468,9368.663086,183.1308746,2.509685989,2.367299361,0.000473535,1.006290043,1.51E-05,3.91E-05,2.20E-06,1.19E-05,1.51E-05
A17,45,0.8,1670.91602,9520.835938,186.1054077,2.009071358,1.89816468,0.000480497,1.006848562,1.02E-05,3.64E-05,2.20E-06,1.06E-05,1.02E-05
A18,45,0.8,2642.895912,9178.658203,176.9642792,2.662674307,2.488854774,0.000481388,1.004808208,1.58E-05,3.81E-05,2.18E-06,1.06E-05,1.57E-05
A19,44.2,0.811,2242,9536.358398,183.860733,2.39644599,2.245260802,0.000480459,1.006100986,1.32E-05,3.59E-05,2.19E-06,1.26E-05,1.31E-05
A20,45,0.8,1684.619122,9512.55957,183.4019012,2.01579576,1.90436995,0.000479104,1.006003693,1.03E-05,3.63E-05,2.19E-06,1.09E-05,1.03E-05
A21,43.43636364,0.72,2069.209729,9528.668945,185.7412872,2.195965497,2.077144565,0.000471287,1.006730921,1.24E-05,3.84E-05,2.20E-06,1.22E-05,1.24E-05
A22,44.8,0.848,2987,10149.66113,191.5821075,2.984715864,2.745675427,0.000479848,1.007091855,1.61E-05,3.19E-05,2.18E-06,1.12E-05,1.61E-05
A23,48.05425262,0.788062036,2116.731689,9987.270508,186.621582,2.307777923,2.156101606,0.000466565,1.005873053,1.21E-05,3.50E-05,2.17E-06,1.10E-05,1.21E-05
A24,48.05425262,0.788062036,2137.601318,9898.661133,184.9658203,2.32057406,2.16845623,0.000467042,1.005562767,1.23E-05,3.55E-05,2.17E-06,1.11E-05,1.22E-05
A25,48.054,0.788,2186.37,9876,182,2.351267644,2.195827615,0.000465575,1.004665321,1.25E-05,3.54E-05,2.16E-06,9.58E-06,1.25E-05
A26,48.054,0.788,2185.07,9945,185,2.352943055,2.196515726,0.000466232,1.005450076,1.25E-05,3.52E-05,2.17E-06,1.13E-05,1.24E-05
A27,45,0.8,2161.69,9843,181,2.332053088,2.182894318,0.000466947,1.004422376,1.24E-05,3.53E-05,2.16E-06,9.52E-06,1.23E-05
A28,48.054,0.788,2160.29,9981,184,2.335161154,2.180294045,0.000464977,1.005030984,1.23E-05,3.49E-05,2.16E-06,1.10E-05,1.22E-05
A29,48.054,0.788,2161.69,9929,184,2.336116554,2.181851487,0.000465956,1.005179151,1.24E-05,3.52E-05,2.16E-06,9.53E-06,1.23E-05
A30,48.054,0.788,2160.29,9952,185,2.336014219,2.181419647,0.000466068,1.005425354,1.23E-05,3.51E-05,2.17E-06,1.13E-05,1.23E-05
A31,48.054,0.788,2186.37,9888,182,2.351267644,2.195705012,0.000465411,1.004640649,1.25E-05,3.54E-05,2.16E-06,9.57E-06,1.24E-05
A32,48.054,0.788,2185.07,9901,183,2.351233492,2.195450914,0.000465682,1.004909343,1.25E-05,3.53E-05,2.16E-06,1.13E-05,1.24E-05
A33,49.77,0.78,4326.068264,8896.132813,186.788269,3.925049696,3.624680491,0.000490344,1.008648396,2.60E-05,4.13E-05,2.24E-06,1.94E-05,2.60E-05
A34,50.29523087,0.778358161,4051.289795,7387.023926,174.3972626,3.702432878,3.512653043,0.000518052,1.008488745,2.92E-05,5.45E-05,2.29E-06,1.86E-05,2.92E-05
A35,48.5,0.78,2729.39403,8727.211914,183.2415009,2.724062248,2.55107036,0.000491653,1.007927191,1.73E-05,4.24E-05,2.24E-06,1.46E-05,1.73E-05
A36,52.91410446,0.767285228,4029.430908,8541.920898,179.3510284,3.690391758,3.422958265,0.000491545,1.007133711,2.52E-05,4.40E-05,2.24E-06,1.40E-05,2.52E-05
A37,43,0.8,1621.47,9406.36,173.78,1.961016684,1.858663983,0.000475523,1.003248786,9.85E-06,3.63E-05,2.16E-06,9.16E-06,9.85E-06
A38,42.66363636,0.73,1628.260274,9674.672852,185.73909,1.927370517,1.830324711,0.000469613,1.006357048,9.91E-06,3.72E-05,2.19E-06,1.06E-05,9.90E-06
A39,42.45,0.73,1553.581404,9685.427734,185.9455566,1.881623482,1.78880888,0.000469569,1.006398805,9.51E-06,3.71E-05,2.19E-06,1.04E-05,9.51E-06
A40,44,0.8,1779.146663,9709.874023,185.6623688,2.076261547,1.958094255,0.000476985,1.006232959,1.06E-05,3.52E-05,2.18E-06,1.10E-05,1.06E-05
A41,42.3,0.768,1577.090613,9707.248047,185.6121521,1.919756635,1.821218242,0.000473186,1.006241606,9.56E-06,3.61E-05,2.18E-06,1.04E-05,9.55E-06
A42,49.54,0.78,4455.571194,8625.451172,183.9278107,4.020848955,3.727877796,0.000494202,1.008400477,2.75E-05,4.32E-05,2.25E-06,2.01E-05,2.75E-05
A43,48.3,0.78,3735.808621,9011.283203,195.5520325,3.469881237,3.220036749,0.000493569,1.011243266,2.25E-05,4.09E-05,2.28E-06,1.77E-05,2.25E-05
A44,51.57129669,0.772929966,3993.817383,8363.18457,178.912384,3.662756056,3.410329624,0.00049585,1.007446373,2.55E-05,4.53E-05,2.25E-06,1.43E-05,2.55E-05
A45,52.2,0.78,5215.155264,8704.035156,184.3792114,4.653541673,4.277642283,0.000492732,1.008344858,3.17E-05,4.26E-05,2.25E-06,2.21E-05,3.17E-05
A46,43.1,0.78,1712.461955,9743.364258,180.3759613,2.011487472,1.902137189,0.000470861,1.004471785,1.01E-05,3.53E-05,2.16E-06,1.11E-05,1.01E-05
A47,43.9,0.794,2010,10030.37598,183.5952301,2.222259959,2.0859573,0.000469801,1.004778392,1.14E-05,3.34E-05,2.15E-06,9.39E-06,1.14E-05
A48,48.27,0.78,3007.211432,9206.407227,187.5379639,2.925308018,2.721409701,0.000484846,1.00811348,1.79E-05,3.91E-05,2.23E-06,1.50E-05,1.79E-05
A49,46,0.8,3084.593353,9171.516602,176.7697144,2.985605134,2.774744899,0.000481274,1.00474723,1.82E-05,3.81E-05,2.18E-06,1.34E-05,1.82E-05
A50,49.3,0.78,5188.37449,7253.993164,175.4353943,4.589590304,4.391565873,0.000522681,1.009148314,3.75E-05,5.61E-05,2.31E-06,1.98E-05,3.75E-05
A51,55.2,0.78,14470.33807,7644.366211,181.276474,13.200317,12.79124389,0.000515951,1.010028293,9.66E-05,5.22E-05,2.30E-06,5.87E-05,9.66E-05
A52,51.2,0.78,6752.982535,6922.644531,168.7203217,5.900752363,5.735253224,0.000527725,1.007871586,5.05E-05,5.96E-05,2.31E-06,2.86E-05,5.05E-05
A53,48.38,0.78,3715.56394,7100.807129,183.5495148,3.44397882,3.299058726,0.000533302,1.012153084,2.81E-05,5.89E-05,2.35E-06,2.17E-05,2.82E-05
A54,47.3,0.78,3134.335842,7195.180664,184.935257,3.008843038,2.876424262,0.000531582,1.012376102,2.38E-05,5.79E-05,2.35E-06,1.92E-05,2.38E-05
A55,45,0.8,2841.229023,9095.080078,181.5469208,2.807890361,2.621638877,0.000485578,1.006456818,1.71E-05,3.89E-05,2.21E-06,1.31E-05,1.71E-05
A56,55.1800766,0.758153081,3153.536865,7362.469727,175.5491486,3.031089862,2.865895225,0.000517426,1.008904821,2.33E-05,5.58E-05,2.30E-06,1.77E-05,2.33E-05
A57,47.8,0.78,3407.949655,8453.457031,181.1399536,3.208641354,3.00308488,0.000496058,1.007931408,2.18E-05,4.44E-05,2.25E-06,1.82E-05,2.18E-05
A58,41.06,0.8,1397.474918,10311.25488,178.2446899,1.817573216,1.725947527,0.000463385,1.002403831,7.95E-06,3.15E-05,2.11E-06,9.74E-06,7.95E-06
A59,44.5,0.784,2193,6570.594727,162,2.320080182,2.234631759,0.000533733,1.006682967,1.82E-05,6.39E-05,2.31E-06,1.53E-05,1.82E-05
A60,52.05387115,0.770922661,4131.792969,6871.100586,167.4992981,3.757657593,3.59992892,0.000527525,1.007618351,3.18E-05,6.06E-05,2.31E-06,2.07E-05,3.18E-05
A61,52.05387115,0.770922661,4131.305664,7004.155762,170.7428284,3.760400658,3.593605397,0.000525889,1.008301163,3.13E-05,5.92E-05,2.31E-06,2.04E-05,3.13E-05
A62,43.5,0.78,2760.623732,7998.588379,174.7080841,2.711246039,2.571746387,0.000502438,1.007046344,1.88E-05,4.81E-05,2.25E-06,1.64E-05,1.88E-05
A63,44.13333333,0.78,3093.088428,8161.199707,175.3668518,2.950439219,2.787160596,0.000498851,1.006826516,2.04E-05,4.65E-05,2.25E-06,1.72E-05,2.04E-05
A64,45,0.8,2198.832628,9454.612305,184.6959534,2.360564352,2.21413781,0.000480868,1.006568319,1.31E-05,3.68E-05,2.20E-06,1.16E-05,1.31E-05
A65,46,0.78,3905.21839,8032.304688,177.0244141,3.561178281,3.356076104,0.000503022,1.007677492,2.59E-05,4.79E-05,2.26E-06,2.12E-05,2.59E-05
A66,45.6,0.78,3567.658153,7466.279297,178.0243683,3.30762992,3.153363161,0.000518507,1.009440265,2.56E-05,5.39E-05,2.30E-06,2.11E-05,2.56E-05
A67,48,0.723,4529,7691.236328,176.6552887,3.925281261,3.767306977,0.000505859,1.008419393,3.12E-05,5.36E-05,2.28E-06,2.46E-05,3.12E-05
A68,46,0.78,3869.161607,8956.783203,181.4628448,3.538317607,3.28689944,0.000485845,1.006779754,2.31E-05,4.05E-05,2.22E-06,2.01E-05,2.31E-05
A69,43.1,0.78,1365,10244.42,180.34,1.793331541,1.703089266,0.000462988,1.003231173,7.93E-06,3.25E-05,2.13E-06,9.20E-06,7.92E-06
A70,48,0.8,2826.997923,8054.915527,178.117218,2.811760976,2.645027667,0.000505606,1.007974343,1.92E-05,4.70E-05,2.26E-06,1.49E-05,1.92E-05
A71,46.8,0.78,2337.748879,9493.757813,188.8571167,2.447479591,2.290804741,0.00048031,1.007817634,1.39E-05,3.73E-05,2.21E-06,1.27E-05,1.39E-05
A72,50,0.78,4190.426437,7849.25,175.1503143,3.81091202,3.581527547,0.000506505,1.007563498,2.84E-05,4.95E-05,2.27E-06,1.92E-05,2.83E-05
A73,51.8,0.78,9388.062769,7996.477539,178.4355927,8.239421432,7.710885997,0.000505021,1.00822735,6.04E-05,4.84E-05,2.27E-06,3.41E-05,6.04E-05
A74,48.2,0.78,3354.038088,7831.986816,174.7650909,3.165829502,2.986825206,0.000506494,1.007467168,2.30E-05,4.96E-05,2.27E-06,1.65E-05,2.30E-05
A75,50.5,0.78,5013.358166,6331.606934,165.9850616,4.453517419,4.369943741,0.000545722,1.008517548,4.14E-05,6.83E-05,2.34E-06,2.76E-05,4.14E-05
A76,50.5,0.751,4718,6616.101563,174.4106445,4.157223165,4.073160808,0.000540188,1.010456263,3.77E-05,6.65E-05,2.35E-06,2.54E-05,3.76E-05
A77,45,0.8,3449.084683,7588.967285,177.2224884,3.24758381,3.080837292,0.000516773,1.008878918,2.44E-05,5.16E-05,2.29E-06,1.89E-05,2.44E-05
A78,46.7,0.78,4149.518246,9066.712891,184.3527832,3.759063124,3.478149035,0.000485525,1.007431957,2.44E-05,3.99E-05,2.22E-06,1.36E-05,2.44E-05
A79,48.5,0.78,3858.65542,9266.806641,187.9603729,3.556922635,3.282369508,0.000483975,1.008100725,2.24E-05,3.87E-05,2.22E-06,1.76E-05,2.24E-05
A80,41.02,0.82,1283.97,10457,177,1.756176336,1.670231721,0.000463622,1.001675778,7.25E-06,3.03E-05,2.10E-06,9.35E-06,7.25E-06
A81,49,0.78,3897.847715,9581.341797,193.1583252,3.595643368,3.302933738,0.000481305,1.009007686,2.20E-05,3.69E-05,2.23E-06,1.71E-05,2.20E-05
A82,46.3,0.78,4351.482723,9284.933594,187.182785,3.912679783,3.60624366,0.000483115,1.007797378,2.50E-05,3.85E-05,2.22E-06,1.33E-05,2.50E-05
A83,44,0.78,1309.034846,10371.57617,177.4834442,1.758865398,1.671115232,0.000459374,1.00202056,7.52E-06,3.17E-05,2.11E-06,9.28E-06,7.52E-06
A84,45,0.8,1499.272601,9356.291992,182.8989716,1.895761884,1.797658935,0.000481631,1.006240711,9.44E-06,3.73E-05,2.20E-06,8.20E-06,9.44E-06
A85,41.05680847,0.819974303,1797.111328,9320.253906,181.5238342,2.089233223,1.976246723,0.000484006,1.005876417,1.10E-05,3.68E-05,2.19E-06,9.22E-06,1.10E-05
A86,45,0.8,1606.811019,9422.713867,183.5193787,1.9653736,1.859773424,0.000480745,1.006265141,9.96E-06,3.69E-05,2.19E-06,1.02E-05,9.96E-06
A87,43.17272727,0.723545455,2450.984738,9341.686523,180.5188599,2.439409742,2.302678022,0.00047158,1.005507315,1.46E-05,3.93E-05,2.19E-06,1.09E-05,1.46E-05
A88,43.54545455,0.797181818,1614.591568,9256.483398,180.4369659,1.96176826,1.859807215,0.000481644,1.005704986,1.01E-05,3.78E-05,2.19E-06,8.78E-06,1.01E-05
A89,45,0.719454545,1275.596334,9121.592773,179.7111053,1.71158035,1.635294827,0.000474825,1.005798241,8.50E-06,4.09E-05,2.20E-06,8.26E-06,8.50E-06
A90,44,0.8,2250.225069,9294.414063,181.1763611,2.388375985,2.243060507,0.000481712,1.00584044,1.35E-05,3.76E-05,2.19E-06,1.10E-05,1.35E-05
A91,44.22727273,0.725636364,2642.513884,9188.101563,181.0214539,2.573588019,2.426262311,0.000475132,1.006064953,1.59E-05,4.04E-05,2.20E-06,1.07E-05,1.59E-05
A92,44.33790909,0.709363636,1294.757107,9128.186523,178.4302216,1.715051135,1.639588569,0.000473007,1.005393304,8.59E-06,4.11E-05,2.19E-06,8.17E-06,8.58E-06
A93,42.9,0.725090909,2812.56675,9214.963867,179.6276398,2.678311737,2.525365166,0.000473605,1.005547925,1.67E-05,4.01E-05,2.19E-06,1.07E-05,1.67E-05
A94,45,0.8,2024.451398,9242.177734,180.4967499,2.23865605,2.107352792,0.000482223,1.005748831,1.24E-05,3.78E-05,2.19E-06,1.05E-05,1.24E-05
A95,45.07272727,0.72,1670.477197,9645.941406,185.9734802,1.953321273,1.851766812,0.000469253,1.006507247,1.02E-05,3.76E-05,2.19E-06,1.09E-05,1.02E-05
A96,45.5,0.78,2795.065851,9777.861328,186.7601166,2.757216611,2.564553632,0.000474073,1.006438398,1.58E-05,3.54E-05,2.19E-06,1.39E-05,1.58E-05
A97,45.8,0.78,2190.547773,9650.607422,186.063446,2.340599369,2.194419876,0.000475701,1.00651143,1.28E-05,3.61E-05,2.19E-06,1.24E-05,1.28E-05
A98,46.2,0.78,3343.089001,9695.717773,186.9331665,3.155301156,2.917576356,0.000475531,1.006693217,1.87E-05,3.59E-05,2.19E-06,1.55E-05,1.87E-05
A99,44.3,0.78,2156.376017,9679.523438,186.6209412,2.311885909,2.171062727,0.000475688,1.006641892,1.26E-05,3.60E-05,2.19E-06,1.21E-05,1.26E-05
A100,42.259,0.81,2189.453053,9640.275391,185.8642426,2.352738701,2.208358802,0.000479532,1.006471988,1.27E-05,3.54E-05,2.19E-06,1.24E-05,1.27E-05
A101,44.935,0.81,1043.818802,9619.210938,185.4581146,1.61884559,1.547073768,0.000479811,1.006415601,6.85E-06,3.55E-05,2.19E-06,8.83E-06,6.85E-06
A102,48,0.78,2740.244216,9648.223633,186.0174713,2.731525902,2.538556946,0.000475833,1.00652145,1.57E-05,3.62E-05,2.19E-06,1.38E-05,1.57E-05
A103,47,0.78,1841.346454,9653.089844,186.1112976,2.112501849,1.988422345,0.000475717,1.006526884,1.10E-05,3.61E-05,2.19E-06,1.12E-05,1.10E-05
A104,45,0.8,1546.004836,9665.256836,177.0844421,1.921021494,1.818565355,0.000472971,1.003635251,9.28E-06,3.50E-05,2.15E-06,8.93E-06,9.28E-06
A105,42.7,0.784,1411,9835.758789,175.1943817,1.818883618,1.728740484,0.000467009,1.002630265,8.39E-06,3.43E-05,2.13E-06,9.96E-06,8.39E-06
A106,50.4,0.78,5143.821028,7309.481445,171.6830902,4.562642698,4.344932752,0.000518533,1.007836247,3.69E-05,5.51E-05,2.29E-06,1.97E-05,3.69E-05
A107,43.4,0.721454545,3624.843975,8810.09668,176.8910675,3.230635565,3.050441194,0.00047938,1.005680102,2.20E-05,4.31E-05,2.21E-06,1.22E-05,2.21E-05
A108,43.94044876,0.806555867,2571.556641,9017.546875,181.0562897,2.617925356,2.453802282,0.000487693,1.006500066,1.57E-05,3.92E-05,2.21E-06,1.56E-05,1.57E-05
A109,49.2,0.78,3550.459836,8816.963867,184.6595459,3.327636642,3.092556594,0.000490627,1.008158641,2.18E-05,4.18E-05,2.24E-06,1.72E-05,2.18E-05
A110,48,0.78,5484.925038,8549.594727,188.2236328,4.825631453,4.481191533,0.000498736,1.010002621,3.38E-05,4.42E-05,2.27E-06,2.83E-05,3.38E-05
A111,45.678,0.78,1974.229915,10081.03906,180.030426,2.190397312,2.055593293,0.000465209,1.003526066,1.11E-05,3.33E-05,2.14E-06,1.18E-05,1.11E-05
A112,46.1,0.78,4978.425722,8955.667969,181.8041992,4.393062881,4.054518255,0.000486056,1.006888862,2.93E-05,4.06E-05,2.22E-06,2.46E-05,2.93E-05
A113,45.6,0.8,1987.809899,9669.735352,176.1672821,2.212652653,2.075537836,0.000453293,1.003324819,1.18E-05,3.92E-05,2.15E-06,1.02E-05,1.15E-05
A114,45,0.8,2079.84,9760,235,2.322329195,2.174817886,0.00049717,1.02344624,1.32E-05,3.83E-05,2.45E-06,1.23E-05,1.29E-05
A115,45,0.8,2323.284578,10118.25684,180.0286102,2.442061756,2.276283993,0.000458509,1.003451883,1.28E-05,3.44E-05,2.13E-06,1.31E-05,1.28E-05
A116,45,0.8,1916.533223,9970.673828,180.8642883,2.16664621,2.032404834,0.000451478,1.004059246,1.11E-05,3.73E-05,2.15E-06,9.50E-06,1.09E-05
A117,45,0.8,2750.552212,10047.95996,182.2662201,2.743758607,2.541135618,0.000451315,1.004330863,1.52E-05,3.68E-05,2.15E-06,1.39E-05,1.50E-05
A118,45.9,0.8,2045.73,9734,175,2.251872094,2.109309334,0.000451395,1.002815259,1.20E-05,3.88E-05,2.14E-06,9.78E-06,1.18E-05
A119,46.3,0.8,2035.097001,9975.541016,180.9525757,2.251256564,2.105594418,0.000451541,1.004087139,1.18E-05,3.73E-05,2.15E-06,1.18E-05,1.15E-05
A120,45.6,0.8,1948.695458,9905.030273,179.6735229,2.18934158,2.052425523,0.000451808,1.003856079,1.14E-05,3.77E-05,2.15E-06,9.58E-06,1.11E-05
A121,48.4,0.78,4095.385783,7092.552246,165.7778473,3.714862679,3.550524668,0.000520352,1.006531439,3.04E-05,5.70E-05,2.29E-06,1.70E-05,3.04E-05
A122,45.92516708,0.797587931,3874.959229,7503.726563,175.388443,3.568912799,3.386370824,0.000517453,1.008498508,2.74E-05,5.24E-05,2.29E-06,1.58E-05,2.74E-05
A123,45.92516708,0.797587931,3894.061768,7123.401855,166.4989166,3.574987294,3.413620981,0.00052183,1.006678057,2.88E-05,5.59E-05,2.29E-06,1.64E-05,2.88E-05
A124,45.92516708,0.797587931,3894.061768,7315.858887,170.9973145,3.579262888,3.406754484,0.000519607,1.007596159,2.82E-05,5.41E-05,2.29E-06,1.76E-05,2.82E-05
A125,47.41563416,0.790871978,2827.059814,9549.868164,192.5238342,2.809725922,2.610125125,0.000482726,1.008872758,1.64E-05,3.68E-05,2.23E-06,1.40E-05,1.64E-05
A126,46.94716263,0.792950213,2740.434814,9427.426758,190.0554352,2.745565218,2.556235165,0.000483824,1.008385171,1.61E-05,3.74E-05,2.22E-06,1.39E-05,1.61E-05
A127,46.94716263,0.792950213,2827.059814,9571.337891,192.956665,2.810116576,2.61079694,0.000482879,1.008965921,1.64E-05,3.66E-05,2.23E-06,1.40E-05,1.64E-05
A128,46.94716263,0.792950213,2826.975098,9385.59082,189.2120361,2.806698498,2.611526986,0.000484044,1.008208955,1.66E-05,3.76E-05,2.22E-06,1.07E-05,1.66E-05
A129,47.1,0.78,3250.004766,8371.835938,179.5139465,3.086627081,2.896260409,0.00049681,1.00761289,2.10E-05,4.50E-05,2.25E-06,1.67E-05,2.10E-05
A130,45,0.8,2839.867995,8909.975586,173.1170349,2.799360944,2.616920036,0.000484083,1.004253421,1.72E-05,3.96E-05,2.19E-06,1.31E-05,1.72E-05
A131,43,0.8,2230.937072,8824.363281,171.4536133,2.362518923,2.22833316,0.000484837,1.003962199,1.39E-05,4.01E-05,2.19E-06,1.15E-05,1.39E-05
A132,46.8,0.8,2658.145304,9515.466797,187.2900543,2.692178082,2.502675977,0.000464364,1.007257334,1.57E-05,4.05E-05,2.20E-06,1.40E-05,1.55E-05
A133,48,0.78,3483.895743,8922.928711,186.8788452,3.271503895,3.042523344,0.000489795,1.008602361,2.12E-05,4.11E-05,2.24E-06,1.68E-05,2.12E-05
A134,47.5,0.78,3263.26815,6844.311035,182.1797638,3.10140817,2.983857458,0.000540695,1.012375552,2.59E-05,6.24E-05,2.36E-06,2.09E-05,2.59E-05
A135,47.1,0.78,2704.508136,9124.702148,188.5361023,2.703680921,2.527437476,0.000486886,1.008640268,1.64E-05,3.98E-05,2.24E-06,1.41E-05,1.64E-05
A136,46.7,0.78,2953.10795,8936.152344,184.640274,2.874441436,2.686867881,0.000488289,1.007850809,1.81E-05,4.09E-05,2.23E-06,1.50E-05,1.81E-05
A137,46.3,0.78,2885.613992,8692.199219,180.1838074,2.819972753,2.644344316,0.000490388,1.007022671,1.81E-05,4.24E-05,2.23E-06,1.17E-05,1.81E-05
A138,48.8,0.78,3584.838398,8397.003906,176.1987,3.342428749,3.122373546,0.000494221,1.00651165,2.29E-05,4.46E-05,2.23E-06,1.37E-05,2.29E-05
A139,47.93044662,0.788598716,3610.711914,8638.880859,181.2741241,3.374790251,3.142582003,0.000493291,1.007521561,2.25E-05,4.27E-05,2.24E-06,1.79E-05,2.25E-05
A140,46.6,0.78,3114.538665,8869.598633,183.8770905,2.989129275,2.792964687,0.000489227,1.007780208,1.91E-05,4.13E-05,2.23E-06,1.60E-05,1.91E-05
A141,47.93044662,0.788598716,3610.711914,8528.385742,178.9555511,3.372616222,3.144579929,0.000494161,1.007058127,2.27E-05,4.34E-05,2.24E-06,1.80E-05,2.27E-05
A142,42,0.8,1933.988605,8953.035156,167.7602844,2.156352218,2.041029807,0.000480198,1.00251209,1.20E-05,3.89E-05,2.16E-06,9.34E-06,1.20E-05
A143,45,0.8,1189.419613,9676.018555,185.0150146,1.703205485,1.622663437,0.000477282,1.006123858,7.57E-06,3.54E-05,2.18E-06,9.27E-06,7.56E-06
A144,44.6,0.8,2352.178806,9956.991211,190.3874817,2.469157737,2.30478355,0.000475719,1.007171658,1.33E-05,3.41E-05,2.19E-06,1.11E-05,1.33E-05
A145,45.4,0.78,1467.809071,9623.001953,181.0119781,1.863507017,1.767306995,0.00047328,1.004969591,9.01E-06,3.60E-05,2.17E-06,1.02E-05,9.01E-06
A146,41.45363636,0.73,1679.354455,8830.398438,176.887619,1.947873675,1.858786605,0.000479841,1.00562918,1.09E-05,4.27E-05,2.21E-06,8.46E-06,1.09E-05
A147,41.54909091,0.73,1709.711943,8844.324219,177.1665649,1.966922096,1.876187701,0.000479819,1.005692025,1.11E-05,4.26E-05,2.21E-06,8.42E-06,1.11E-05
A148,43.15636364,0.73,1590.014284,8786.222656,176.0027008,1.897680646,1.810369797,0.00048029,1.005475829,1.05E-05,4.30E-05,2.21E-06,8.27E-06,1.05E-05
A149,43.16363636,0.73,2132.635769,8751.740234,175.3119659,2.235715754,2.123552358,0.000480458,1.005334152,1.36E-05,4.32E-05,2.21E-06,9.15E-06,1.36E-05
A150,50.2,0.78,8924.683581,10258.45898,204.0507507,7.814739403,6.793458906,0.000476603,1.011005854,4.53E-05,3.35E-05,2.24E-06,2.71E-05,4.52E-05
A151,43.6,0.78,1370.300073,9673.523438,183.3073883,1.800127714,1.711541917,0.000473738,1.005576382,8.48E-06,3.59E-05,2.18E-06,1.01E-05,8.48E-06
A152,46.1,0.78,2838.625178,9800.991211,189.7404633,2.794044417,2.595632416,0.000475448,1.007332996,1.60E-05,3.54E-05,2.20E-06,1.35E-05,1.60E-05
A153,41.9,0.873,1564,9263.540039,177.8211823,1.968896584,1.865011403,0.0004907,1.004854074,9.66E-06,3.52E-05,2.18E-06,1.01E-05,9.65E-06
A154,43.07,0.78,1229.745536,9366.638672,179.8002472,1.710381907,1.632741565,0.00047707,1.005230057,7.94E-06,3.76E-05,2.18E-06,8.15E-06,7.93E-06
A155,43.9,0.8,2263.50849,9216.981445,187.9811249,2.402876478,2.258005608,0.000487306,1.008232891,1.38E-05,3.85E-05,2.23E-06,1.26E-05,1.38E-05
A156,50.35454545,0.8,4558.708352,7332.50293,174.8861847,4.14625411,3.923270845,0.000522056,1.008770524,3.28E-05,5.42E-05,2.30E-06,2.22E-05,3.28E-05
A157,49.3,0.8,2949.144844,7070.743164,166.6983185,2.897840302,2.753301724,0.000523699,1.006865499,2.24E-05,5.64E-05,2.29E-06,1.67E-05,2.24E-05
A158,47.9,0.78,3574.570416,8188.176758,179.6472931,3.331332198,3.127243855,0.000501246,1.008134381,2.35E-05,4.67E-05,2.26E-06,1.73E-05,2.35E-05
A159,45.19267654,0.800841153,3635.964111,7402.810059,180.5205078,3.393078799,3.230164567,0.000524156,1.010396634,2.63E-05,5.39E-05,2.32E-06,2.14E-05,2.63E-05
